0,1.0000076144933701e-08,0.0
10,2.0000152289867402e-08,1.0000076144933701e-08
20,2.0000152289867402e-08,2.0000152289867402e-08
30,3.00002284348011e-08,0.0
40,3.00002284348011e-08,1.0000076144933701e-08
50,3.00002284348011e-08,1.0000076144933701e-08
60,5.00003807246685e-08,0.0
70,6.00004568696022e-08,1.0000076144933701e-08
80,7.00005330145359e-08,0.0
90,7.00005330145359e-08,1.0000076144933701e-08
100,7.00005330145359e-08,1.0000076144933701e-08
110,3.00002284348011e-08,1.0000076144933701e-08
120,9.000068530440331e-08,1.0000076144933701e-08
130,1.100008375942707e-07,1.0000076144933701e-08
140,1.100008375942707e-07,1.0000076144933701e-08
150,9.000068530440331e-08,0.0
160,8.000060915946961e-08,2.0000152289867402e-08
170,1.700012944638729e-07,2.0000152289867402e-08
180,1.00000761449337e-07,2.0000152289867402e-08
190,2.0000152289867402e-08,1.0000076144933701e-08
200,2.4999608285725115e-07,1.0000076144933701e-08
210,2.800021320581436e-07,1.0000076144933701e-08
220,2.5999615900218486e-07,1.0000076144933701e-08
230,2.799963112920523e-07,2.0000152289867402e-08
240,2.9999646358191965e-07,1.0000076144933701e-08
250,3.1000236049294473e-07,1.0000076144933701e-08
260,2.9999646358191965e-07,0.0
270,2.200016751885414e-07,1.9994331523776054e-08
280,3.6000274121761323e-07,1.0000076144933701e-08
290,3.500026650726795e-07,1.0000076144933701e-08
300,5.00003807246685e-08,0.0
310,1.3999524526298046e-07,1.0000076144933701e-08
320,3.799970727413893e-07,1.0000076144933701e-08
330,3.800028935074806e-07,2.0000152289867402e-08
340,3.9999722503125665e-07,0.0
350,3.89997148886323e-07,1.0000076144933701e-08
360,3.9999722503125665e-07,1.0000076144933701e-08
370,3.89997148886323e-07,1.0000076144933701e-08
380,1.200009137392044e-07,2.0000152289867402e-08
390,2.600019797682762e-07,1.0000076144933701e-08
400,2.799963112920523e-07,2.0000152289867402e-08
410,4.300032742321491e-07,1.0000076144933701e-08
420,4.6000350266695024e-07,1.0000076144933701e-08
430,4.799978341907262e-07,1.0000076144933701e-08
440,4.7000357881188395e-07,9.994255378842353e-09
450,4.2000319808721544e-07,1.0000076144933701e-08
460,4.900037311017514e-07,1.0000076144933701e-08
470,2.3000175133347512e-07,0.0
480,4.8999791033566e-07,1.0000076144933701e-08
490,5.299982149153947e-07,1.0000076144933701e-08
500,5.00003807246685e-07,1.0000076144933701e-08
510,5.099980626255274e-07,1.0000076144933701e-08
520,2.600019797682762e-07,2.0000152289867402e-08
530,5.199981387704611e-07,1.0000076144933701e-08
540,2.200016751885414e-07,9.994255378842353e-09
550,6.800051778554916e-07,1.0000076144933701e-08
560,5.89998671784997e-07,1.0000076144933701e-08
570,2.3000175133347512e-07,1.0000076144933701e-08
580,6.099988240748644e-07,2.0000152289867402e-08
590,5.699985194951296e-07,1.0000076144933701e-08
600,9.399955160915852e-07,1.0000076144933701e-08
610,5.799985956400632e-07,1.0000076144933701e-08
620,6.099988240748644e-07,1.0000076144933701e-08
630,5.799985956400632e-07,1.0000076144933701e-08
640,5.199981387704611e-07,1.0000076144933701e-08
650,5.999987479299307e-07,1.0000076144933701e-08
660,6.00004568696022e-08,1.0000076144933701e-08
670,6.199989002197981e-07,1.0000076144933701e-08
680,1.8999562598764896e-07,1.0000076144933701e-08
690,6.699992809444666e-07,2.0000152289867402e-08
700,6.399990525096655e-07,1.0000076144933701e-08
710,3.300025127828121e-07,1.0000076144933701e-08
720,6.499991286545992e-07,1.0000076144933701e-08
730,8.200004231184721e-07,7.00005330145359e-08
740,6.399990525096655e-07,2.0000152289867402e-08
750,1.300009898841381e-07,2.0000152289867402e-08
760,4.5999768190085887e-07,1.0000076144933701e-08
770,6.599992047995329e-07,2.0000152289867402e-08
780,6.799993570894002e-07,1.0000076144933701e-08
790,7.199996616691351e-07,1.0000076144933701e-08
800,7.299997378140688e-07,1.0000076144933701e-08
810,5.100038833916187e-07,1.0000076144933701e-08
820,7.099995855242014e-07,1.0000076144933701e-08
830,3.4999684430658815e-07,1.0000076144933701e-08
840,7.299997378140688e-07,1.0000076144933701e-08
850,7.299997378140688e-07,1.0000076144933701e-08
860,7.399998139590025e-07,1.0000076144933701e-08
870,1.190003240481019e-06,1.0000076144933701e-08
880,7.599999662488699e-07,1.0000076144933701e-08
890,7.00005330145359e-08,1.0000076144933701e-08
900,7.90000194683671e-07,1.0000076144933701e-08
910,8.100003469735384e-07,1.0000076144933701e-08
920,8.000060915946961e-08,1.0000076144933701e-08
930,8.600007276982069e-07,2.0000152289867402e-08
940,1.8000137060880662e-07,1.0000076144933701e-08
950,8.500006515532732e-07,2.0000152289867402e-08
960,2.0000152289867402e-08,1.0000076144933701e-08
970,8.200004231184721e-07,2.0000152289867402e-08
980,4.300032742321491e-07,2.0000152289867402e-08
990,8.400005754083395e-07,2.0000152289867402e-08
1000,7.099995855242014e-07,4.0000304579734805e-08
1010,8.500006515532732e-07,1.0000076144933701e-08
1020,8.500006515532732e-07,1.0000076144933701e-08
1030,1.700012944638729e-07,1.0000076144933701e-08
1040,9.100011084228754e-07,1.0000076144933701e-08
1050,9.099952876567841e-07,2.0000152289867402e-08
1060,9.60001489147544e-07,1.0000076144933701e-08
1070,9.90001717582345e-07,2.0000152289867402e-08
1080,9.90001717582345e-07,1.0000076144933701e-08
1090,9.000010322779417e-07,1.0000076144933701e-08
1100,7.399998139590025e-07,1.0000076144933701e-08
1110,9.399955160915852e-07,1.0000076144933701e-08
1120,1.009996049106121e-06,0.0
1130,2.1000159904360772e-07,2.0000152289867402e-08
1140,2.600019797682762e-07,1.0000076144933701e-08
1150,1.6000121831893922e-07,1.0000076144933701e-08
1160,9.100011084228754e-07,1.0000076144933701e-08
1170,2.600002335384488e-06,1.0000076144933701e-08
1180,9.499955922365188e-07,0.0
1190,1.2899981811642647e-06,3.00002284348011e-08
1200,9.599956683814525e-07,2.0000152289867402e-08
1210,9.800016414374113e-07,1.0000076144933701e-08
1220,9.699957445263863e-07,1.0000076144933701e-08
1230,9.90001717582345e-07,1.0000076144933701e-08
1240,1.1499971151351928e-06,3.00002284348011e-08
1250,1.5999539755284785e-07,4.0000304579734805e-08
1260,4.8999791033566e-07,1.0000076144933701e-08
1270,1.0300020221620798e-06,1.0000076144933701e-08
1280,9.899958968162537e-07,2.0000152289867402e-08
1290,6.00004568696022e-08,1.0000076144933701e-08
1300,1.8999562598764896e-07,2.0000152289867402e-08
1310,1.1899974197149277e-06,2.0000152289867402e-08
1320,1.060002250596881e-06,9.994255378842353e-09
1330,5.400041118264199e-07,2.0000152289867402e-08
1340,1.1100026313215495e-06,1.0000076144933701e-08
1350,2.900022082030773e-07,1.0000076144933701e-08
1360,1.4300050679594278e-06,1.0000076144933701e-08
1370,1.599994720891118e-06,1.0000076144933701e-08
1380,6.799993570894002e-07,1.0000076144933701e-08
1390,1.090002479031682e-06,9.994255378842353e-09
1400,1.0400020983070134e-06,2.0000152289867402e-08
1410,1.1300027836114168e-06,1.0000076144933701e-08
1420,6.499991286545992e-07,1.0000076144933701e-08
1430,1.1300027836114168e-06,6.00004568696022e-08
1440,7.499998901039362e-07,1.0000076144933701e-08
1450,1.1699972674250604e-06,1.0000076144933701e-08
1460,3.1000236049294473e-07,1.0000076144933701e-08
1470,7.499998901039362e-07,1.0000076144933701e-08
1480,1.1400028597563504e-06,2.0000152289867402e-08
1490,1.1200027074664831e-06,1.0000076144933701e-08
1500,1.1100026313215495e-06,2.0000152289867402e-08
1510,8.700008038431406e-07,1.0000076144933701e-08
1520,1.2199976481497289e-06,2.0000152289867402e-08
1530,7.199996616691351e-07,2.0000152289867402e-08
1540,1.2500036973506213e-06,1.0000076144933701e-08
1550,3.1999661587178707e-07,1.0000076144933701e-08
1560,1.400010660290718e-07,2.0000152289867402e-08
1570,1.2300035450607538e-06,1.0000076144933701e-08
1580,1.2599979527294635e-06,1.0000076144933701e-08
1590,8.600007276982069e-07,1.0000076144933701e-08
1600,1.5199999324977399e-06,3.00002284348011e-08
1610,1.00000761449337e-07,2.0000152289867402e-08
1620,7.800001185387373e-07,2.0000152289867402e-08
1630,1.4899997040629387e-06,2.0000152289867402e-08
1640,1.5900004655122757e-06,4.0000304579734805e-08
1650,1.6900012269616127e-06,3.00002284348011e-08
1660,2.9699993319809435e-06,1.00000761449337e-07
1670,4.8999791033566e-07,2.0000152289867402e-08
1680,1.4699995517730714e-06,2.0000152289867402e-08
1690,1.6700010746717454e-06,2.0000152289867402e-08
1700,1.4699995517730714e-06,1.0000076144933701e-08
1710,1.1400028597563504e-06,1.0000076144933701e-08
1720,1.3199984095990659e-06,1.0000076144933701e-08
1730,2.41999514400959e-06,3.00002284348011e-08
1740,5.630002124235034e-06,5.00003807246685e-08
1750,1.6000005416572094e-06,4.0000304579734805e-08
1760,1.4699995517730714e-06,3.00002284348011e-08
1770,1.3899989426136017e-06,1.0000076144933701e-08
1780,1.6000121831893922e-07,9.000068530440331e-08
1790,1.379998866468668e-06,2.0000152289867402e-08
1800,1.3199984095990659e-06,1.0000076144933701e-08
1810,1.4399993233382702e-06,1.0000076144933701e-08
1820,1.8000137060880662e-07,1.0000076144933701e-08
1830,2.7000205591320994e-07,1.0000076144933701e-08
1840,2.89996387436986e-07,1.0000076144933701e-08
1850,1.479999627918005e-06,1.0000076144933701e-08
1860,1.379998866468668e-06,1.0000076144933701e-08
1870,1.4199991710484029e-06,1.0000076144933701e-08
1880,7.299997378140688e-07,1.0000076144933701e-08
1890,1.479999627918005e-06,1.0000076144933701e-08
1900,1.4699995517730714e-06,1.0000076144933701e-08
1910,1.4699995517730714e-06,2.0000152289867402e-08
1920,8.200004231184721e-07,1.0000076144933701e-08
1930,1.509999856352806e-06,1.0000076144933701e-08
1940,1.5199999324977399e-06,2.0000152289867402e-08
1950,1.5300000086426735e-06,9.994255378842353e-09
1960,1.1400028597563504e-06,1.0000076144933701e-08
1970,1.4899997040629387e-06,1.0000076144933701e-08
1980,3.2000243663787844e-07,1.0000076144933701e-08
1990,1.4699995517730714e-06,1.0000076144933701e-08
2000,1.5600002370774745e-06,1.0000076144933701e-08
2010,1.4999997802078723e-06,1.0000076144933701e-08
2020,1.5199999324977399e-06,0.0
2030,8.200004231184721e-07,1.0000076144933701e-08
2040,1.5199999324977399e-06,1.0000076144933701e-08
2050,8.200004231184721e-07,1.0000076144933701e-08
2060,5.199981387704611e-07,0.0
2070,1.8700025975704194e-06,2.0000152289867402e-08
2080,1.5600002370774745e-06,0.0
2090,1.200009137392044e-07,1.0000076144933701e-08
2100,1.580000389367342e-06,1.0000076144933701e-08
2110,1.5600002370774745e-06,1.0000076144933701e-08
2120,1.6400008462369442e-06,1.0000076144933701e-08
2130,2.6999623514711857e-07,1.0000076144933701e-08
2140,1.3699987903237344e-06,1.0000076144933701e-08
2150,2.00001522898674e-07,1.0000076144933701e-08
2160,1.7900019884109497e-06,2.0000152289867402e-08
2170,1.5900004655122757e-06,1.0000076144933701e-08
2180,1.7499958630651236e-06,1.0000076144933701e-08
2190,2.900022082030773e-07,0.0
2200,1.7099955584853888e-06,2.0000152289867402e-08
2210,1.0100018698722125e-06,1.0000076144933701e-08
2220,1.7400016076862812e-06,2.0000152289867402e-08
2230,1.680001150816679e-06,0.0
2240,1.6700010746717454e-06,1.0000076144933701e-08
2250,1.1500029359012843e-06,1.0000076144933701e-08
2260,1.7000013031065464e-06,1.0000076144933701e-08
2270,1.6600009985268115e-06,2.0000152289867402e-08
2280,7.599999662488699e-07,9.994255378842353e-09
2290,1.7199956346303224e-06,1.0000076144933701e-08
2300,1.8400023691356182e-06,1.0000076144933701e-08
2310,1.109996810555458e-06,4.0000304579734805e-08
2320,1.880002673715353e-06,1.0000076144933701e-08
2330,8.899951353669167e-07,1.0000076144933701e-08
2340,1.7500016838312149e-06,1.0000076144933701e-08
2350,9.399955160915852e-07,2.0000152289867402e-08
2360,1.060002250596881e-06,2.0000152289867402e-08
2370,1.7400016076862812e-06,2.0000152289867402e-08
2380,8.500006515532732e-07,1.0000076144933701e-08
2390,1.7400016076862812e-06,1.0000076144933701e-08
2400,1.7900019884109497e-06,1.0000076144933701e-08
2410,8.000002708286047e-07,2.0000152289867402e-08
2420,5.70004340261221e-07,1.0000076144933701e-08
2430,1.8400023691356182e-06,1.0000076144933701e-08
2440,1.829996472224593e-06,1.0000076144933701e-08
2450,4.699977580457926e-07,1.0000076144933701e-08
2460,1.910002902150154e-06,1.0000076144933701e-08
2470,2.0599982235580683e-06,2.0000152289867402e-08
2480,1.8600025214254855e-06,1.0000076144933701e-08
2490,1.8400023691356182e-06,1.0000076144933701e-08
2500,7.399998139590025e-07,5.00003807246685e-08
2510,1.8999970052391291e-06,1.0000076144933701e-08
2520,1.3999524526298046e-07,2.0000152289867402e-08
2530,2.099998528137803e-06,1.0000076144933701e-08
2540,1.73999578692019e-06,1.0000076144933701e-08
2550,2.800003858283162e-06,3.999448381364346e-08
2560,9.100011084228754e-07,1.0000076144933701e-08
2570,1.920002978295088e-06,1.0000076144933701e-08
2580,3.799970727413893e-07,4.0000304579734805e-08
2590,1.9799976143985986e-06,1.0000076144933701e-08
2600,2.0199979189783336e-06,1.0000076144933701e-08
2610,1.920002978295088e-06,2.0000152289867402e-08
2620,8.600007276982069e-07,1.0000076144933701e-08
2630,2.6899971999228002e-06,2.0000152289867402e-08
2640,2.4900014977902175e-06,2.0000152289867402e-08
2650,3.3899967093020676e-06,3.00002284348011e-08
2660,2.4200009647756817e-06,4.0000304579734805e-08
2670,2.1499989088624714e-06,1.0000076144933701e-08
2680,2.2599997464567423e-06,2.0000152289867402e-08
2690,2.029997995123267e-06,2.0000152289867402e-08
2700,6.799993570894002e-07,4.0000304579734805e-08
2710,2.6799971237778664e-06,2.0000152289867402e-08
2720,6.399990525096655e-07,4.0000304579734805e-08
2730,2.300000051036477e-06,2.0000152289867402e-08
2740,6.70005101710558e-07,2.999440766870975e-08
2750,2.039998071268201e-06,1.0000076144933701e-08
2760,2.0400038920342922e-06,1.0000076144933701e-08
2770,2.1000159904360772e-07,2.0000152289867402e-08
2780,1.0500021744519473e-06,1.0000076144933701e-08
2790,2.039998071268201e-06,2.0000152289867402e-08
2800,2.069998299703002e-06,1.0000076144933701e-08
2810,2.1499989088624714e-06,1.0000076144933701e-08
2820,2.1099986042827368e-06,1.0000076144933701e-08
2830,2.2000051103532316e-06,9.994255378842353e-09
2840,2.330000279471278e-06,1.0000076144933701e-08
2850,2.139998832717538e-06,1.0000076144933701e-08
2860,2.039998071268201e-06,1.0000076144933701e-08
2870,1.9199971575289966e-06,2.0000152289867402e-08
2880,2.1000159904360772e-07,1.0000076144933701e-08
2890,2.400000812485814e-06,1.0000076144933701e-08
2900,1.5500001609325409e-06,1.0000076144933701e-08
2910,6.199989002197981e-07,2.0000152289867402e-08
2920,3.1000236049294473e-07,1.0000076144933701e-08
2930,2.1599989850074053e-06,1.0000076144933701e-08
2940,2.1599989850074053e-06,2.0000152289867402e-08
2950,2.2099993657320738e-06,1.0000076144933701e-08
2960,2.1799991372972726e-06,2.0000152289867402e-08
2970,2.1599989850074053e-06,1.0000076144933701e-08
